"contentPlain","基因与核酸","细胞核的结构与功能","蛋白质的结构与功能","脂质的结构与功能","细胞壁结构与功能","细胞基础理论","细胞化学组成基础","生命系统层次理论","实验方法与技术","糖类的结构与功能","细胞渗透与物质运输","细胞的生命历程","细胞器结构与功能","物质运输方式","生物膜系统功能","显微镜使用与成像","酶的作用机制","光合作用机制","ATP与能量代谢","细胞呼吸机制","光合色素与光能捕获","叶绿体结构与功能","能量代谢过程","细胞增殖与分裂","细胞代谢调控","生物学史"
"科研人员对绿色植物光暗转换过程中的适应机制进行研究。测定绿色植物由黑暗到光照的过程中CO2吸收速率(mol·m-2·s-1)和光反应相对速率(μmol·m-2·s-1)的变化，结果如下图。下列叙述正确的是（）A．黑暗时植株的CO  2  吸收速率为-0.1μmol·m  -2  ·s  -1  ，与线粒体内膜产生CO  2  有关  B．由黑暗转变为光照条件后，叶肉细胞中NADPH和ATP的量会一直增加  C．光照0~0.5min光反应相对速率下降，与暗反应激活延迟造成NADPH和ATP积累有关  D．光照2min后，光反应和暗反应速率均稳定，暗反应速率大于光反应速率","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0"
"某同学将四种不同植物的花瓣剪成宽度一致、长度一致的条状，并各取五条分别放入相同浓度的蔗糖溶液中，一段时间后测得每种花瓣条平均长度(B)与其实验前长度(A)的比值(B/A)如表所示。最适合生活在干旱环境的是（）植物  植物Ⅰ  植物Ⅱ  植物Ⅲ  植物Ⅳ  B/A  1.2  1  0.85  0.70  A．植物Ⅰ  B．植物Ⅱ  C．植物Ⅲ  D．植物Ⅳ","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"核酶是具有催化功能的小分子RNA，通过催化靶位点RNA链中化学键的断裂，特异性地剪切底物RNA分子，从而阻断相关生理过程。下列说法错误的是（）A．核酶含C、H、O、N、P五种大量元素，基本单位是核糖核苷酸  B．核酶的催化活性不受温度和酸碱度的影响  C．核酶通过特异性裂解靶RNA的磷酸二酯键起作用  D．核酶发挥作用的原理是降低了化学反应的活化能","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"山药在《本草纲目》中的记载主要包括益肾气、健脾胃、止泻痢、化痰涎、润皮毛等功效，下列有关叙述正确的是（）A．新鲜山药细胞内含量和数量最多的元素分别为O和H  B．在无机自然界能够找到的元素，在山药体内都能找到  C．细胞中Fe、Mn、Zn、Ca、B、Mo等元素称微量元素  D．相比于微量元素，大量元素对细胞生命活动更为重要","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"被称为“豆中之王”的大豆是我国重要的油料作物之一，其种子中富含蛋白质、脂肪等物质。将晒干的大豆种子研磨后可制成豆浆，豆浆是一种深受人们喜爱的食品。下列叙述正确的是（）A．脂肪是大豆细胞内良好的储能物质，其元素组成为C、H、O  B．大豆种子含有大量的饱和脂肪酸，因此榨取的大豆油常温下为液态  C．豆浆中的蛋白质经人体肠道消化后只有必需氨基酸能被细胞吸收  D．晒干的大豆种子因结合水含量降低而使细胞代谢水平降低","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"对下列生物特征的叙述，正确的是（　　）①酵母菌②乳酸菌③颤蓝细菌④黑藻⑤T2噬菌体⑥HIV病毒A．这六种生物都含有5种碱基，8种核苷酸  B．只有④含叶绿体，故只有④能进行光合作用  C．②③是原核生物，①④⑤是真核生物  D．除⑥以外，其它五种生物的遗传物质都是DNA","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"以黑藻为材料探究影响细胞质流动速率的因素，实验结果表明新叶、老叶不同区域的细胞质流动速率不同，且新叶比老叶每个对应区域的细胞质流动速率都高。下列叙述错误的是（　　）A．该实验的自变量是黑藻的叶龄及同一叶片的不同区域  B．细胞内自由水与 结合水比值越高，细胞质流动速率越快  C．材料的新鲜程度、适宜的温度和光照强度是实验成功的关键  D．光镜下可以观察到叶绿体的形态结构及运动","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"实验表明，正常情况下维生素D可以优先通过细胞膜进入到细胞内部，这是因为（　　）A．维生素D分子非常小  B．细胞内维生素D的浓度过低  C．细胞膜的基本支架是磷脂双分子层  D．细胞膜上运输维生素D的载体蛋白较多","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列有关物质跨膜运输的相关表述正确的是（　　）A．相对分子质量较小的物质和离子可以通过自由扩散进入细胞  B．细胞通过胞吞摄取大分子物质时也需要膜蛋白的参与  C．某物质通过被动运输进入细胞的运输速率完全取决于该物质的浓度差  D．水分子只能通过水通道蛋白进出细胞","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"下图是用某浓度的KNO3溶液处理洋葱表皮细胞过程中细胞失水量变化情况，下列说法错误的是（　　）A．处理过程中植物细胞体积基本保持不变  B．A时刻细胞失水量最大  C．细胞在B时刻开始吸水  D．处理过程中植物细胞一直有生物活性","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下图所示为某人体内的4种细胞，下列叙述错误的是（）A．各细胞形态、大小不同，细胞中蛋白质也都不相同  B．各细胞形态、大小不同，但细胞中含量最多的化合物相同  C．各细胞的生理功能不同，但细胞基本结构相同  D．各细胞携带的遗传信息相同，但同一基因的活动状态可能不同","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"研究人员从火山海底喷口中分离出一种新型耐高温的蓝细菌“Chonkus”，这种菌株可在CO_2存在的情况下快速生长，其细胞中会出现含碳储存颗粒，使其容易沉入水中。下列叙述错误的是（）A．  Chonkus  属于原核生物，没有染色体和核膜包被的细胞核  B．  Chonkus  活菌株不被台盼蓝染色与细胞膜的选择透过性有关  C．高温条件下  Chonkus  细胞膜厚度改变与其固定不动的膜蛋白有关  D．  Chonkus  可应用于海洋生物碳封存，以降低大气中的  CO_2  含量","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列生理过程不需要消耗能量的是（）A．大蒜根尖细胞进行有丝分裂  B．洋葱表皮细胞在蔗糖溶液中质壁分离  C．天竺葵叶片进行光合作用  D．番茄根尖细胞主动吸收Mg  2+","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"下列有关“骨架”的描述错误的是（）A．DNA分子以碱基对为基本骨架  B．细胞骨架是蛋白质纤维组成的网架结构  C．生物大分子以碳链为骨架  D．细胞膜的基本骨架是磷脂双分子层","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"酶和ATP都与细胞代谢有关。下列叙述正确的是（）A．ATP的合成和水解需要同种酶的催化  B．酶和ATP都只能在活细胞内发挥作用  C．ATP的水解可为蛋白质合成过程提供能量  D．ATP中含有核糖，酶中不可能含有核糖","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"生物物质鉴定是一个涉及生物学、化学和医学等多个领域的复杂过程，主要通过一系列的实验和分析方法来确定生物样品中特定物质的存在、性质和含量。某同学分别按下表进行相关物质的鉴定实验，下列叙述错误的是（）选项  材料  实验试剂（、条件）  实验现象及结论  A  新鲜的蚕豆种子  体积分数为50%的酒  精、苏丹Ⅲ染液、显微镜等  观察到橘黄色颗  粒，说明含有脂肪  B  透明饮料  斐林试剂、50～65℃水浴加热  无砖红色沉淀，说明不含蔗糖  C  羊奶  双缩脲试剂  出现紫色，说明含有  蛋白质（或多肽）  D  某品牌奶粉冲剂  碘液  出现蓝色，说明含有淀粉  A．A  B．B  C．C  D．D","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"如图中X代表某一生物学概念，其内容包括①②③④四部分。下列与此概念图相关的叙述，错误的是（）A．若X表示植物细胞的结构，则①②③④可表示细胞壁、细胞膜、细胞质、细胞核  B．若X表示含氮化合物，则①②③④可表示蛋白质、叶绿素、RNA、DNA  C．若X表示还原糖，则①②③④可表示葡萄糖、果糖、麦芽糖、淀粉  D．若X表示具单层膜的细胞器，则①②③④可表示内质网、高尔基体、溶酶体、液泡","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"图甲、乙依次为蛋白质、核酸的单体结构示意图。下列叙述错误的是（）A．①可为羧基或氨基，R的种类决定了甲的种类  B．图甲的种类、数量及排列顺序影响蛋白质的多样性  C．若④是核糖，则图乙物质可表示 RNA 的单体  D．若⑤是尿嘧啶，则图乙只能代表尿嘧啶脱氧核糖核苷酸","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"人体内的脂肪细胞主要分为白色脂肪细胞和棕色脂肪细胞。每个成年人体内，大约含有 300 亿个白色脂肪细胞，而棕色脂肪细胞很少，零星散布在白色脂肪组织中，但居住于寒冷地区的人群通过冬泳可诱导产生较多的棕色脂肪细胞。下列有关说法正确的是（）A．组成脂肪的化学元素有C、H、O、N、P  B．人体细胞中脂肪细胞含有不饱和脂肪酸，室温时呈固态  C．脂肪是动物细胞中的良好储能物质，而植物细胞中不含脂肪  D．棕色脂肪细胞增加，可能有利于人体在寒冷环境中维持正常体温","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"酶除了活性中心以外，还含有别构中心。当代谢产物的量积累到一定程度时，产物与别构中心结合，会抑制活性中心与底物的结合，从而反馈性抑制酶的活性。下列叙述错误的是（）A．最适温度、pH条件下，不利于酶制剂的保存  B．酶活性的反馈调节有利于维持产物含量的相对稳定  C．增加一定数量的底物，可以解除产物对该酶活性的抑制  D．推测产物与别构中心结合后会改变酶活性中心的空间结构","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"用蛋白酶去除核糖体的蛋白质，处理后的核糖体仍可催化氨基酸的脱水缩合反应。由此推测该核糖体中能催化该反应的物质是（　　）A．蛋白质  B．蛋白酶  C．RNA  D．RNA酶","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"大鼠结肠腺瘤干细胞是一种肿瘤干细胞（CSCs），具有多向分化能力，将单个大鼠结肠腺瘤干细胞注射到小鼠体内，可生成结肠所有类型细胞，如黏膜细胞等。下列叙述错误的是（　　）A．CSCs分化成黏膜细胞时发生基因的选择性表达  B．CSCs分化程度低于黏膜细胞  C．CSCs与黏膜细胞的形态、结构与功能有差异  D．CSCs与其分化成的黏膜细胞基因组成不同","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"毛囊黑色素细胞衰老，细胞中的酪氨酸酶活性降低，黑色素合成减少，头发就会变白。关于衰老的毛囊黑色素细胞，下列叙述错误的是（　　）A．细胞内水分减少  B．细胞代谢缓慢  C．细胞体积增大  D．多种酶活性降低","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"科研人员做实验探究苦参碱对某患病小鼠脑细胞凋亡的影响，结果如下表。下列相关的叙述错误的是（　　）苦参碱浓度（mg/kg）  0  4  8  16  促凋亡蛋白Bax表达情况  103.77  90.43  70.55  62.81  脑细胞凋亡率（%）  12.3  9.8  7.2  4.5  A．脑细胞凋亡的过程受基因控制  B．脑细胞凋亡是程序性死亡  C．苦参碱抑制Bax表达的最适浓度为16mg/kg  D．苦参碱可抑制Bax表达进而抑制脑细胞凋亡","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"洋葱根尖和小鼠骨髓瘤细胞都可进行有丝分裂。比较二者有丝分裂，叙述正确的是（　　）A．前期都有两个中心粒的复制  B．中期着丝粒都排列在赤道板上  C．后期都能观察到染色单体  D．末期都能观察到细胞板","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
